municipality_code,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
252537,0.0035,0.00585,0.0183,0.113,0.236,0.283,0.983,1.1,1.35,0.841,0.315,0.0146,low
252542,0.00788,0.0132,0.0411,0.258,0.54,0.61,2.1,2.36,3.04,1.91,0.708,0.0328,medium
252555,0.00442,0.00738,0.023,0.144,0.3,0.357,1.25,1.39,1.72,1.07,0.398,0.0184,medium
259010,0.00257,0.00429,0.0134,0.0816,0.17,0.193,0.605,0.719,0.858,0.593,0.229,0.0107,low
259025,0.00389,0.0065,0.0203,0.128,0.268,0.316,1.12,1.25,1.55,0.968,0.353,0.0162,medium
259031,0.00262,0.00437,0.0137,0.0833,0.173,0.196,0.615,0.729,0.873,0.604,0.234,0.0109,low
259046,0.00671,0.0112,0.035,0.218,0.46,0.54,1.84,2.14,2.55,1.61,0.599,0.028,low
259059,0.00745,0.0124,0.0389,0.242,0.511,0.615,2.07,2.37,2.78,1.78,0.664,0.031,medium
259062,0.0049,0.00818,0.0256,0.156,0.326,0.377,1.23,1.44,1.72,1.13,0.437,0.0204,low
259078,0.00502,0.00839,0.0263,0.165,0.35,0.418,1.45,1.64,1.96,1.24,0.451,0.0209,medium
259084,0.00435,0.00726,0.0227,0.138,0.291,0.338,1.11,1.31,1.55,1.01,0.388,0.0181,medium
259097,0.00383,0.0064,0.02,0.122,0.256,0.297,0.969,1.14,1.35,0.887,0.342,0.016,low
259101,0.00429,0.00716,0.0224,0.136,0.285,0.325,1.05,1.24,1.48,0.99,0.383,0.0179,low
259118,0.00449,0.0075,0.0235,0.148,0.312,0.37,1.31,1.47,1.79,1.12,0.406,0.0187,medium
259123,0.00496,0.00829,0.0259,0.163,0.341,0.383,1.3,1.49,1.94,1.23,0.45,0.0207,low
259139,0.00495,0.00826,0.0258,0.157,0.33,0.386,1.24,1.47,1.71,1.14,0.441,0.0206,low
430017,0.00685,0.0114,0.0357,0.224,0.479,0.575,2,2.23,2.7,1.7,0.615,0.0285,medium
430022,0.0196,0.0326,0.101,0.606,1.26,1.48,4.49,4.9,5.95,4.02,1.52,0.0805,high
430038,0.00665,0.0111,0.0346,0.217,0.458,0.562,1.86,2.08,2.64,1.66,0.597,0.0277,medium
430043,0.00395,0.00657,0.0205,0.132,0.296,0.365,1.09,1.23,1.65,1.12,0.37,0.0164,low
430056,0.00827,0.0138,0.043,0.268,0.564,0.675,2.21,2.44,3.07,1.99,0.724,0.0344,high
430069,0.00286,0.00476,0.0149,0.0945,0.205,0.255,0.793,0.909,1.15,0.744,0.263,0.0119,low
430075,0.00829,0.0138,0.0431,0.268,0.565,0.698,2.25,2.53,3.17,2.02,0.733,0.0345,high
430081,0.00327,0.00545,0.017,0.107,0.228,0.287,0.902,1.05,1.31,0.819,0.298,0.0136,low
430094,0.00972,0.0162,0.0506,0.313,0.656,0.815,2.61,2.95,3.61,2.3,0.851,0.0405,high
430108,0.00383,0.00639,0.02,0.127,0.271,0.318,1.1,1.21,1.54,1,0.347,0.0159,medium
430115,0.138,0.228,0.67,3.11,5.38,6.09,11.8,12.6,14.2,11.3,5.8,0.531,medium
430120,0.0634,0.106,0.327,1.94,3.95,4.55,12.1,13,15.7,11.6,4.63,0.26,high
430136,0.0283,0.047,0.143,0.797,1.62,1.98,4.68,5.09,6.17,4.53,1.85,0.114,high
430141,0.00286,0.00477,0.0149,0.0972,0.227,0.282,0.824,0.936,1.28,0.87,0.279,0.012,low
430154,0.00622,0.0104,0.0324,0.203,0.427,0.533,1.8,2.05,2.53,1.56,0.565,0.026,low
430167,0.0091,0.0152,0.0475,0.302,0.665,0.802,2.75,3.05,3.79,2.41,0.827,0.0379,medium
430173,0.00768,0.0128,0.04,0.252,0.545,0.684,2.2,2.43,3.2,2,0.698,0.032,low
430189,0.003,0.005,0.0156,0.0976,0.207,0.26,0.818,0.955,1.18,0.738,0.272,0.0125,low
430192,0.00132,0.00219,0.00685,0.0434,0.0928,0.114,0.37,0.426,0.53,0.343,0.122,0.00548,low
430206,0.0195,0.0324,0.101,0.625,1.34,1.59,4.81,5.25,6.29,4.31,1.61,0.0807,high
430213,0.00394,0.00658,0.0206,0.129,0.273,0.326,1.15,1.27,1.58,0.989,0.358,0.0164,medium
430228,8.84e-4,0.00148,0.0046,0.029,0.0613,0.0751,0.242,0.282,0.357,0.226,0.0813,0.00368,low
430234,0.00236,0.00394,0.0123,0.0777,0.166,0.207,0.684,0.783,0.975,0.614,0.217,0.00985,low
430249,0.0154,0.0257,0.0799,0.493,1.05,1.23,3.5,3.81,4.66,3.3,1.25,0.0636,high
430252,0.00195,0.00325,0.0101,0.0644,0.139,0.173,0.549,0.63,0.792,0.508,0.18,0.00812,low
430265,0.00156,0.0026,0.00811,0.0514,0.11,0.136,0.438,0.501,0.619,0.403,0.143,0.00649,low
430271,0.00166,0.00277,0.00866,0.0544,0.115,0.141,0.476,0.541,0.677,0.421,0.152,0.00693,low
430287,0.0149,0.0249,0.0775,0.475,1,1.18,3.66,4,4.83,3.26,1.22,0.0618,medium
430290,0.00457,0.00763,0.0238,0.149,0.314,0.374,1.32,1.47,1.81,1.14,0.414,0.019,low
430304,0.00455,0.00758,0.0237,0.153,0.334,0.395,1.4,1.54,2.02,1.3,0.429,0.0189,high
430311,0.0346,0.0578,0.18,1.1,2.27,2.79,8.33,9.31,11.2,7.46,2.88,0.144,high
430326,0.0014,0.00233,0.00728,0.0459,0.0976,0.121,0.381,0.442,0.551,0.353,0.128,0.00583,low
430332,0.0164,0.0274,0.085,0.523,1.1,1.34,3.92,4.29,5.33,3.61,1.36,0.068,medium
430347,0.00477,0.00795,0.0248,0.158,0.337,0.395,1.36,1.5,1.9,1.23,0.43,0.0198,low
430350,0.00207,0.00345,0.0108,0.0678,0.144,0.178,0.593,0.677,0.84,0.529,0.19,0.00861,low
430363,0.00552,0.00921,0.0288,0.18,0.381,0.454,1.57,1.73,2.11,1.34,0.491,0.023,medium
430379,0.101,0.168,0.506,2.62,4.87,5.48,11.7,12.5,14.5,11.3,5.27,0.401,high
430385,0.0335,0.0558,0.172,1.03,2.1,2.49,6.41,6.88,8.44,6.16,2.47,0.138,high
430398,0.00573,0.00958,0.0299,0.185,0.386,0.473,1.61,1.8,2.2,1.37,0.512,0.0239,low
430402,0.00302,0.00504,0.0157,0.1,0.217,0.275,0.905,1.02,1.31,0.816,0.281,0.0126,low
430419,0.00107,0.00179,0.00558,0.0352,0.0745,0.0919,0.292,0.34,0.43,0.273,0.0984,0.00447,low
430424,0.0362,0.0603,0.187,1.14,2.37,2.87,8.25,9.08,11,7.62,2.95,0.15,medium
430430,0.0188,0.0314,0.0978,0.608,1.28,1.49,4.5,4.89,6.16,4.32,1.58,0.0779,high
430445,0.00279,0.00465,0.0145,0.0906,0.193,0.242,0.769,0.892,1.12,0.692,0.253,0.0116,low
430458,0.00509,0.00849,0.0265,0.169,0.366,0.462,1.54,1.7,2.27,1.39,0.474,0.0212,medium
430461,0.00614,0.0103,0.0321,0.2,0.422,0.506,1.77,2,2.37,1.5,0.554,0.0256,medium
430477,0.023,0.0383,0.119,0.716,1.48,1.73,4.94,5.37,6.71,4.69,1.79,0.0945,high
430483,0.00119,0.00198,0.00618,0.0391,0.0833,0.103,0.332,0.382,0.474,0.306,0.109,0.00494,low
430496,0.00541,0.00904,0.0282,0.175,0.366,0.451,1.54,1.74,2.12,1.31,0.488,0.0226,medium
430509,0.0116,0.0194,0.0607,0.387,0.84,0.99,3.34,3.65,4.7,3.12,1.06,0.0483,high
430516,0.0456,0.076,0.236,1.45,3.06,3.59,10.1,11,13.4,9.6,3.66,0.188,high
430521,0.00263,0.00439,0.0137,0.087,0.189,0.235,0.731,0.839,1.06,0.684,0.242,0.011,low
430537,0.0141,0.0235,0.0733,0.455,0.959,1.2,3.8,4.27,5.26,3.36,1.24,0.0586,medium
430542,0.0064,0.0107,0.0334,0.208,0.435,0.519,1.79,1.99,2.46,1.55,0.574,0.0267,medium
430555,0.00419,0.00699,0.0218,0.137,0.293,0.367,1.19,1.35,1.68,1.06,0.38,0.0175,low
430568,0.00111,0.00185,0.00578,0.0365,0.0777,0.095,0.308,0.357,0.446,0.287,0.102,0.00462,low
430574,0.00584,0.00976,0.0305,0.188,0.392,0.481,1.64,1.84,2.24,1.39,0.522,0.0244,low
430580,0.00207,0.00345,0.0108,0.0682,0.146,0.18,0.594,0.68,0.845,0.541,0.191,0.00861,low
430593,0.00374,0.00624,0.0195,0.123,0.262,0.312,1.11,1.23,1.54,0.963,0.342,0.0156,medium
430607,0.00133,0.00222,0.00692,0.0438,0.093,0.113,0.373,0.428,0.541,0.345,0.123,0.00554,low
430614,0.00554,0.00925,0.0289,0.18,0.379,0.451,1.57,1.75,2.1,1.34,0.495,0.0231,low
430629,0.00283,0.00471,0.0147,0.0951,0.213,0.267,0.821,0.933,1.26,0.819,0.269,0.0118,low
430635,0.00435,0.00725,0.0226,0.144,0.315,0.396,1.22,1.4,1.84,1.17,0.402,0.0181,low
430640,0.00136,0.00227,0.00709,0.0448,0.0951,0.118,0.374,0.434,0.539,0.346,0.125,0.00568,low
430653,0.00166,0.00277,0.00864,0.0549,0.118,0.146,0.475,0.543,0.672,0.436,0.153,0.00691,medium
430666,0.00799,0.0133,0.0417,0.265,0.57,0.683,2.33,2.57,3.36,2.16,0.737,0.0333,low
430672,0.00165,0.00275,0.00858,0.0545,0.118,0.149,0.477,0.548,0.684,0.436,0.153,0.00687,low
430688,0.00516,0.00861,0.0269,0.173,0.383,0.479,1.47,1.68,2.24,1.45,0.485,0.0215,low
430691,0.00303,0.00505,0.0158,0.0988,0.21,0.262,0.853,0.98,1.2,0.76,0.275,0.0126,low
430705,0.00208,0.00347,0.0108,0.0689,0.149,0.188,0.615,0.696,0.883,0.558,0.193,0.00866,low
430712,0.00216,0.0036,0.0112,0.0706,0.15,0.188,0.59,0.687,0.855,0.54,0.197,0.009,low
430727,0.00223,0.0037200000000000002,0.0116,0.0734,0.157,0.194,0.64,0.733,0.909,0.58,0.206,0.00929,low
430733,0.0124,0.0208,0.0649,0.401,0.845,1.01,3.37,3.83,4.48,2.9,1.09,0.0518,low
430748,0.0113,0.0188,0.0588,0.371,0.801,0.958,3.23,3.55,4.37,2.83,0.998,0.047,low
430751,0.00203,0.00339,0.0106,0.0661,0.139,0.17,0.584,0.662,0.816,0.502,0.185,0.00847,low
430764,0.00367,0.00613,0.0191,0.121,0.262,0.332,1.07,1.21,1.55,0.972,0.338,0.0153,low
430770,0.00339,0.00566,0.0177,0.111,0.238,0.301,0.957,1.11,1.41,0.867,0.311,0.0142,low
430786,0.00424,0.00707,0.0221,0.142,0.318,0.398,1.21,1.37,1.83,1.2,0.399,0.0177,low
430799,0.0133,0.0223,0.0695,0.433,0.918,1.09,3.48,3.82,4.68,3.12,1.14,0.0554,medium
430803,0.00639,0.0107,0.0333,0.212,0.457,0.549,1.89,2.09,2.74,1.74,0.592,0.0266,medium
430810,0.0115,0.0191,0.0597,0.372,0.786,0.98,3.23,3.66,4.54,2.84,1.03,0.0477,medium
430825,0.00205,0.00341,0.0107,0.0678,0.147,0.184,0.598,0.681,0.848,0.545,0.19,0.00853,low
430831,0.00474,0.0079,0.0247,0.157,0.335,0.402,1.41,1.56,2.02,1.26,0.437,0.0197,low
430846,0.00152,0.00254,0.00794,0.0504,0.109,0.136,0.437,0.502,0.624,0.4,0.141,0.00635,low
430859,0.00213,0.00355,0.0111,0.0702,0.15,0.186,0.608,0.695,0.862,0.555,0.196,0.00887,low
430862,0.0156,0.0258,0.0785,0.428,0.822,0.953,2.69,2.94,3.54,2.39,0.992,0.0625,high
430884,0.00878,0.0146,0.0457,0.29,0.626,0.77,2.44,2.66,3.47,2.27,0.792,0.0365,medium
430897,0.005,0.00834,0.0261,0.165,0.354,0.422,1.45,1.6,2.02,1.29,0.451,0.0208,medium
430901,0.00867,0.0145,0.0452,0.284,0.611,0.731,2.49,2.76,3.38,2.16,0.768,0.0361,high
430918,0.00514,0.00858,0.0268,0.167,0.352,0.431,1.5,1.67,2.09,1.29,0.467,0.0214,medium
430923,0.0253,0.042,0.128,0.705,1.39,1.66,4.13,4.47,5.63,3.96,1.61,0.102,high
430939,0.0019,0.00317,0.00988,0.0626,0.134,0.167,0.534,0.61,0.752,0.49,0.174,0.00791,low
430944,0.00271,0.00452,0.0141,0.0895,0.193,0.241,0.771,0.88,1.08,0.707,0.249,0.0113,low
430957,0.0216,0.0361,0.112,0.697,1.47,1.74,5.3,5.79,7.27,4.96,1.83,0.0897,high
430960,0.00303,0.00506,0.0158,0.0982,0.206,0.254,0.866,0.985,1.21,0.742,0.275,0.0126,low
430976,0.0102,0.0169,0.053,0.336,0.724,0.851,2.79,3.04,3.89,2.61,0.909,0.0422,medium
430982,0.00329,0.00549,0.0172,0.109,0.235,0.276,0.941,1.04,1.34,0.875,0.3,0.0137,medium
430995,0.00146,0.00243,0.00759,0.0478,0.101,0.124,0.416,0.474,0.596,0.373,0.134,0.00607,low
431009,0.0317,0.0529,0.165,1.03,2.17,2.52,7.51,8.16,10.2,7.21,2.66,0.131,high
431016,0.0059,0.00985,0.0308,0.192,0.404,0.481,1.67,1.87,2.25,1.43,0.528,0.0246,medium
431021,0.00231,0.00386,0.012,0.0761,0.163,0.203,0.639,0.739,0.928,0.588,0.212,0.00965,low
431037,0.0144,0.024,0.0751,0.476,1.02,1.21,3.99,4.39,5.65,3.73,1.3,0.0599,high
431042,0.00331,0.00552,0.0172,0.111,0.25,0.312,0.98,1.1,1.44,0.945,0.313,0.0138,medium
431055,0.00689,0.0115,0.036,0.224,0.474,0.569,1.99,2.25,2.63,1.67,0.62,0.0287,low
431068,0.00166,0.00277,0.00864,0.0547,0.117,0.146,0.462,0.529,0.664,0.427,0.152,0.00692,low
431074,0.00478,0.00798,0.0249,0.156,0.329,0.393,1.37,1.51,1.87,1.18,0.43,0.0199,low
431080,0.00832,0.0139,0.0433,0.272,0.575,0.676,2.26,2.49,3.09,2.02,0.731,0.0346,medium
431093,0.013,0.0217,0.0676,0.429,0.92,1.1,3.7,4.08,5.29,3.42,1.18,0.054,high
431107,9.12e-4,0.00152,0.00475,0.0299,0.0634,0.0768,0.25,0.292,0.369,0.235,0.0843,0.0038,low
431114,0.0215,0.0359,0.111,0.675,1.4,1.63,4.72,5.1,6.32,4.46,1.69,0.0886,high
431129,0.00417,0.00697,0.0217,0.136,0.287,0.359,1.18,1.35,1.65,1.04,0.377,0.0174,low
431135,0.0051,0.00852,0.0266,0.167,0.355,0.425,1.49,1.66,2.02,1.27,0.46,0.0213,medium
431140,0.00487,0.00813,0.0254,0.159,0.335,0.42,1.4,1.6,1.97,1.22,0.442,0.0203,medium
431153,0.00549,0.00916,0.0286,0.18,0.386,0.486,1.63,1.83,2.34,1.44,0.505,0.0229,medium
431166,0.00488,0.00816,0.0255,0.158,0.328,0.403,1.38,1.55,1.88,1.17,0.438,0.0204,medium
431172,0.00195,0.00325,0.0101,0.064,0.136,0.169,0.532,0.618,0.77,0.494,0.179,0.00812,low
431188,0.00989,0.0165,0.0514,0.322,0.697,0.871,2.59,2.86,3.76,2.44,0.866,0.0411,medium
431191,0.00971,0.0162,0.0502,0.306,0.63,0.726,2.13,2.32,2.83,1.98,0.764,0.04,medium
431205,0.0112,0.0186,0.0578,0.345,0.714,0.846,2.62,2.89,3.39,2.24,0.88,0.0461,medium
431212,0.00213,0.00355,0.0111,0.0704,0.154,0.192,0.612,0.701,0.878,0.564,0.197,0.00886,low
431227,0.00483,0.00805,0.0252,0.162,0.352,0.414,1.44,1.59,2.1,1.37,0.453,0.0201,medium
431233,0.0205,0.0342,0.106,0.661,1.4,1.69,5.05,5.52,6.98,4.75,1.75,0.085,high
431248,0.0077,0.0128,0.0401,0.251,0.529,0.632,2.12,2.34,2.96,1.89,0.683,0.032,medium
431251,9.93e-4,0.00166,0.00517,0.0327,0.0692,0.0835,0.274,0.318,0.405,0.257,0.0919,0.00414,low
431264,0.0162,0.027,0.0845,0.533,1.14,1.34,4.29,4.67,5.94,4.04,1.43,0.0673,medium
431270,0.0177,0.0296,0.0918,0.563,1.18,1.44,4.16,4.53,5.74,3.88,1.45,0.0734,medium
431286,0.0135,0.0225,0.0703,0.434,0.909,1.13,3.59,4.05,4.94,3.16,1.18,0.0562,medium
431299,0.0118,0.0197,0.0609,0.365,0.749,0.894,2.49,2.71,3.42,2.35,0.903,0.0486,high
431303,0.00464,0.00776,0.0243,0.151,0.319,0.383,1.34,1.52,1.79,1.14,0.419,0.0194,low
431310,0.0111,0.0185,0.0579,0.368,0.795,0.936,3.09,3.37,4.31,2.89,1,0.0461,high
431325,0.016,0.0267,0.0828,0.495,1.01,1.18,3.37,3.67,4.42,3.06,1.21,0.066,medium
431331,0.00407,0.00679,0.0212,0.134,0.288,0.361,1.12,1.28,1.62,1.03,0.369,0.017,low
431346,0.00665,0.0111,0.0347,0.221,0.475,0.571,1.96,2.17,2.85,1.81,0.616,0.0277,medium
431359,0.00459,0.00765,0.024,0.154,0.337,0.398,1.41,1.55,2.03,1.31,0.432,0.0191,low
431362,0.00117,0.00194,0.00607,0.0393,0.0895,0.111,0.333,0.377,0.514,0.344,0.112,0.00486,low
431378,0.00722,0.012,0.0377,0.239,0.524,0.631,2.18,2.42,3.01,1.91,0.655,0.0301,medium
431384,0.0115,0.0192,0.0597,0.369,0.792,0.974,2.63,2.95,3.78,2.61,0.953,0.0478,low
431397,0.0304,0.0507,0.156,0.896,1.79,2.09,5.78,6.41,7.22,5.08,2.15,0.125,medium
431401,0.0251,0.0417,0.129,0.758,1.55,1.81,5.11,5.56,6.71,4.66,1.82,0.103,high
431418,0.00691,0.0115,0.0361,0.224,0.477,0.573,2,2.27,2.66,1.69,0.622,0.0288,medium
431423,0.00489,0.00816,0.0255,0.159,0.337,0.403,1.41,1.58,1.91,1.2,0.44,0.0204,medium
431439,0.00827,0.0138,0.0432,0.269,0.567,0.68,2.35,2.66,3.14,2,0.742,0.0345,low
431444,0.01,0.0167,0.052,0.326,0.694,0.808,2.55,2.78,3.56,2.43,0.864,0.0414,high
431457,0.0146,0.0244,0.0756,0.456,0.939,1.13,3.34,3.69,4.6,3.07,1.17,0.0603,high
431460,0.00532,0.00888,0.0277,0.174,0.365,0.432,1.53,1.7,2.1,1.32,0.482,0.0222,low
431476,0.00411,0.00686,0.0214,0.134,0.281,0.335,1.16,1.29,1.56,0.996,0.367,0.0171,medium
431482,0.0808,0.133,0.393,1.92,3.51,3.96,9.06,9.65,11.6,8.83,3.93,0.311,high
431495,0.00245,0.00409,0.0128,0.0816,0.18,0.222,0.702,0.799,1.02,0.662,0.229,0.0102,low
431508,0.003,0.00501,0.0156,0.0996,0.219,0.279,0.9,1.02,1.31,0.822,0.28,0.0125,medium
431515,0.00523,0.00873,0.0273,0.173,0.377,0.475,1.58,1.75,2.33,1.43,0.487,0.0218,low
431520,0.00175,0.00292,0.00911,0.0577,0.124,0.152,0.496,0.569,0.709,0.457,0.162,0.00728,low
431536,0.0456,0.0761,0.237,1.45,3.05,3.55,10.3,11.2,13.7,9.79,3.69,0.188,high
431541,0.00337,0.00563,0.0176,0.11,0.234,0.293,0.963,1.11,1.36,0.855,0.308,0.0141,low
431554,0.00472,0.00786,0.0245,0.157,0.347,0.431,1.32,1.49,1.93,1.27,0.436,0.0196,medium
431567,0.00402,0.0067,0.0209,0.134,0.294,0.364,1.13,1.28,1.71,1.11,0.374,0.0168,low
431573,0.00312,0.00521,0.0163,0.101,0.21,0.258,0.881,0.999,1.22,0.751,0.281,0.013,low
431589,0.00459,0.00766,0.0239,0.148,0.309,0.37,1.28,1.43,1.76,1.1,0.411,0.0191,low
431592,0.00751,0.0125,0.0392,0.245,0.515,0.616,2.13,2.39,2.88,1.82,0.675,0.0313,medium
431606,0.0128,0.0213,0.0665,0.42,0.895,1.05,3.4,3.73,4.74,3.19,1.13,0.053,high
431613,0.00684,0.0114,0.0356,0.224,0.475,0.562,1.9,2.09,2.64,1.71,0.61,0.0285,high
431628,0.00439,0.00732,0.0229,0.146,0.326,0.416,1.3,1.46,1.95,1.23,0.412,0.0183,medium
431634,0.023,0.0383,0.12,0.746,1.6,1.88,5.61,6.12,7.54,5.27,1.94,0.0952,high
431649,0.00736,0.0123,0.0384,0.245,0.53,0.623,2.1,2.3,2.98,1.97,0.672,0.0306,medium
431652,0.00325,0.00542,0.017,0.109,0.236,0.277,0.975,1.08,1.41,0.912,0.304,0.0135,medium
431665,0.00995,0.0166,0.0518,0.327,0.697,0.833,2.72,3,3.85,2.53,0.889,0.0413,medium
431671,0.00758,0.0126,0.0395,0.25,0.542,0.68,2.22,2.44,3.23,2.02,0.696,0.0316,medium
431687,0.00363,0.00607,0.019,0.118,0.245,0.3,1.03,1.17,1.43,0.878,0.328,0.0152,low
431690,0.00688,0.0115,0.0358,0.223,0.467,0.577,1.92,2.16,2.66,1.67,0.614,0.0287,medium
431704,0.00397,0.00662,0.0207,0.132,0.284,0.337,1.2,1.33,1.69,1.06,0.365,0.0165,medium
431711,0.0135,0.0225,0.0703,0.448,0.969,1.16,3.64,3.95,5.19,3.51,1.22,0.0561,high
431726,0.00666,0.0111,0.0347,0.218,0.462,0.554,1.91,2.11,2.68,1.69,0.602,0.0277,low
431732,0.00225,0.00375,0.0117,0.0735,0.156,0.195,0.646,0.744,0.916,0.573,0.206,0.00937,low
431747,0.00203,0.00339,0.0106,0.0666,0.142,0.177,0.584,0.671,0.829,0.522,0.186,0.00847,low
431750,0.00104,0.00174,0.00543,0.0342,0.0725,0.089,0.286,0.334,0.417,0.266,0.0958,0.00434,low
431763,0.00471,0.00786,0.0245,0.153,0.319,0.384,1.34,1.49,1.84,1.15,0.424,0.0196,medium
431779,0.00148,0.00246,0.00769,0.0488,0.104,0.128,0.417,0.479,0.598,0.387,0.136,0.00615,low
431785,0.00656,0.0109,0.0342,0.219,0.476,0.583,1.91,2.09,2.78,1.79,0.609,0.0273,medium
439018,0.00148,0.00246,0.0077,0.0504,0.121,0.151,0.435,0.494,0.685,0.469,0.148,0.00617,low
439023,0.00126,0.00209,0.00656,0.0431,0.104,0.13,0.373,0.425,0.593,0.406,0.127,0.00526,low
439039,0.00201,0.00334,0.0104,0.068,0.157,0.194,0.598,0.667,0.909,0.609,0.195,0.00836,low
439044,0.00289,0.00482,0.0151,0.098,0.225,0.28,0.845,0.954,1.3,0.871,0.279,0.0121,low
439057,0.044,0.0734,0.228,1.42,3,3.57,10.1,10.9,13.7,9.78,3.66,0.182,high
439060,0.00226,0.00376,0.0118,0.0767,0.178,0.22,0.674,0.748,1.03,0.692,0.221,0.00942,low
439076,0.011,0.0183,0.0572,0.367,0.803,0.961,3.14,3.42,4.58,3.04,1.03,0.0456,high
